name,team,goals,big_chances_missed,success_ful_dribbles,total_shots,goal_conversion_percentage,rating,league,tackles,interceptions,clearances,error_lead_to_goal,blocked_shots,bigChancesCreated,assists,accuratePasses,accuratePassesPercentage,keyPasses,saves,penalty_save,saved_shots_from_inside_the_box,runs_out
Victor Rangel,botafogo,0,2,7,8,0.0,6.62,A/2019,5,2,4,0,1,0,0,64,71,3,,,,
Juanfran,sao-paulo,0,0,3,0,0.0,6.61,A/2019,25,9,23,0,5,1,2,443,84,9,,,,
Moisés,palmeiras,0,0,2,5,0.0,6.61,A/2019,7,4,2,0,1,1,0,96,76,4,,,,
Maranhão,csa,1,0,4,4,25.0,6.61,A/2019,9,4,2,0,0,1,0,114,74,12,,,,
Piris da Motta,flamengo,0,0,6,5,0.0,6.61,A/2019,26,14,18,0,8,0,0,631,88,0,,,,
Orlando Berrío,flamengo,1,2,8,7,14.29,6.61,A/2019,13,1,0,0,0,3,2,77,68,8,,,,
Augusto Cesar,chapecoense,0,0,17,14,0.0,6.61,A/2019,7,5,6,0,2,1,1,181,81,7,,,,
Feliciano Brizuela,avai,1,0,1,1,100.0,6.6,A/2019,3,2,3,0,0,0,0,27,65,0,,,,
Bruno Gomes,vasco-da-gama,1,0,5,3,33.33,6.6,A/2019,11,4,7,0,2,0,0,153,84,1,,,,
Felipe Vizeu,gremio,1,2,5,5,20.0,6.6,A/2019,2,2,6,0,1,2,0,87,76,7,,,,
Jonathan,botafogo,0,1,4,1,0.0,6.6,A/2019,1,3,5,0,0,0,2,112,86,3,,,,
Hugo Moura,flamengo,0,1,0,1,0.0,6.6,A/2019,1,3,2,0,1,1,1,12,52,1,,,,
Jean,palmeiras,0,0,3,1,0.0,6.6,A/2019,7,3,9,0,2,1,1,177,87,4,,,,
Rafael Santos,flamengo,0,0,0,1,0.0,6.6,A/2019,1,1,3,0,0,0,0,0,0,0,,,,
Renê Júnior,corinthians,0,0,0,0,0.0,6.6,A/2019,1,1,0,0,0,0,0,9,64,0,,,,
Fabinho,sao-paulo,0,0,0,0,0.0,6.6,A/2019,1,0,0,0,0,0,0,6,75,2,,,,
Jadsom,cruzeiro,0,0,0,1,0.0,6.6,A/2019,1,1,0,0,0,0,0,10,71,1,,,,
Willian Farias,sao-paulo,0,0,0,0,0.0,6.6,A/2019,1,0,1,0,0,0,0,3,60,0,,,,
Alexandre Melo,vasco-da-gama,0,0,0,0,0.0,6.6,A/2019,0,1,4,0,0,0,0,14,70,0,,,,
Lucas França,ceara-sc,0,0,0,0,0.0,6.6,A/2019,0,0,0,0,0,0,0,10,55,0,3,0,2,0
William Popp,ceara-sc,0,0,1,0,0.0,6.6,A/2019,0,0,0,0,0,1,0,15,83,1,,,,
Edinho,ceara-sc,0,0,0,0,0.0,6.6,A/2019,0,1,2,0,0,0,0,52,86,1,,,,
Leandro Souza,csa,0,0,0,2,0.0,6.6,A/2019,1,0,7,0,1,0,0,14,73,1,,,,
Kanu,botafogo,0,0,0,1,0.0,6.6,A/2019,3,0,6,0,0,0,0,65,84,1,,,,
Jailson,palmeiras,0,0,1,0,0.0,6.6,A/2019,0,0,0,0,0,0,0,40,83,0,10,0,4,0
Jobson,santos,0,0,2,1,0.0,6.6,A/2019,6,1,2,0,0,0,0,81,87,0,,,,
Jairinho,vasco-da-gama,0,0,5,2,0.0,6.6,A/2019,5,0,0,0,0,0,0,10,62,1,,,,
Pablo Dyego,fluminense,0,1,3,4,0.0,6.6,A/2019,9,1,3,0,0,0,0,32,72,0,,,,
Roger Carvalho,fortaleza,0,2,2,6,0.0,6.6,A/2019,3,12,43,0,10,0,0,426,86,0,,,,
Arthur Gomes,chapecoense,4,3,72,21,19.05,6.6,A/2019,23,7,6,0,2,3,0,452,82,26,,,,
Ariel Cabral,cruzeiro,0,2,1,6,0.0,6.59,A/2019,16,17,11,0,3,0,1,364,81,10,,,,
Igor Julião,fluminense,0,0,13,2,0.0,6.59,A/2019,16,13,10,0,9,1,0,250,81,12,,,,
Henrique Almeida,chapecoense,3,7,8,21,14.29,6.59,A/2019,24,6,6,0,1,1,0,131,68,4,,,,
Rafael Papagaio,goias,0,0,3,4,0.0,6.59,A/2019,4,2,2,0,0,1,0,48,72,2,,,,
Yuri,botafogo,0,0,8,5,0.0,6.59,A/2019,28,16,14,0,2,1,0,299,81,11,,,,
Ezequiel,cruzeiro,0,0,8,6,0.0,6.58,A/2019,9,7,1,0,0,0,0,108,79,5,,,,
Rodrigo Pimpão,botafogo,0,1,13,14,0.0,6.58,A/2019,25,6,7,0,0,5,3,194,68,10,,,,
Dodô,fortaleza,0,1,2,1,0.0,6.58,A/2019,0,1,1,0,0,1,0,75,76,4,,,,
Renatinho,goias,0,0,7,6,0.0,6.58,A/2019,6,9,4,0,0,0,0,74,73,2,,,,
Bruno Roberto,atletico-mineiro,2,0,16,16,12.5,6.58,A/2019,5,6,2,0,0,0,0,171,85,5,,,,
Mateus Gonçalves,ceara-sc,4,1,26,17,23.53,6.58,A/2019,14,4,7,0,1,0,1,179,77,10,,,,
Jean,botafogo,0,2,1,3,0.0,6.58,A/2019,18,3,6,0,1,0,0,55,85,0,,,,
Getúlio,avai,0,1,0,6,0.0,6.58,A/2019,11,5,5,0,0,0,0,44,77,6,,,,
Safira,csa,0,0,0,0,0.0,6.57,A/2019,4,2,0,0,2,1,1,21,80,1,,,,
Sassá,cruzeiro,3,4,12,20,15.0,6.57,A/2019,8,3,0,0,0,0,0,165,84,4,,,,
Lucas Campos,botafogo,0,0,7,7,0.0,6.57,A/2019,13,4,1,0,0,0,0,94,83,3,,,,
Tiago Reis,vasco-da-gama,1,3,1,6,16.67,6.56,A/2019,4,0,0,0,1,1,1,49,80,5,,,,
Cristovam,ceara-sc,0,0,7,2,0.0,6.56,A/2019,13,6,9,0,0,1,0,167,78,3,,,,
Hector Ariel Bustamante,csa,1,0,27,15,6.67,6.56,A/2019,24,10,7,0,0,1,1,269,79,13,,,,
Arthur Caíke,bahia,6,6,11,33,18.18,6.56,A/2019,12,6,15,0,0,2,1,211,70,12,,,,
Geovane,goias,0,0,4,11,0.0,6.55,A/2019,27,14,34,1,11,1,0,401,82,9,,,,
Luiz Fernando,botafogo,1,2,53,24,4.17,6.55,A/2019,30,18,4,0,2,1,0,441,81,21,,,,
Matheus Vargas,fortaleza,0,0,0,0,0.0,6.55,A/2019,2,0,0,0,0,0,0,19,79,3,,,,
Rodolfo Gamarra,csa,0,0,0,1,0.0,6.55,A/2019,0,0,0,0,0,0,0,11,91,1,,,,
Gerson Júnior,csa,0,0,0,0,0.0,6.55,A/2019,0,0,0,0,0,0,0,7,100,1,,,,
Kevin,goias,0,0,1,1,0.0,6.55,A/2019,5,4,6,0,1,0,0,75,75,3,,,,
Derley,fortaleza,0,0,0,1,0.0,6.55,A/2019,0,0,1,0,0,0,0,56,100,0,,,,
Régis,corinthians,0,0,1,2,0.0,6.55,A/2019,3,1,1,0,0,0,0,38,86,1,,,,
Elton,bahia,0,0,6,4,0.0,6.54,A/2019,13,5,7,0,1,0,0,340,87,7,,,,
Pedro Lucas,internacional,0,0,1,0,0.0,6.54,A/2019,1,0,1,0,1,0,0,12,75,0,,,,
Everton Felipe,athletico-paranaense,0,0,5,3,0.0,6.54,A/2019,2,0,0,0,0,2,0,86,72,3,,,,
Guilherme,fluminense,0,0,0,3,0.0,6.54,A/2019,3,0,3,0,0,2,0,108,85,7,,,,
Ramiro,corinthians,0,0,6,8,0.0,6.53,A/2019,24,5,8,0,0,2,1,427,82,14,,,,
Robinho,csa,0,0,3,1,0.0,6.53,A/2019,0,0,0,0,0,0,0,17,80,1,,,,
Da Silva,gremio,0,0,0,1,0.0,6.53,A/2019,0,0,0,0,0,0,0,4,66,0,,,,
David Terans,atletico-mineiro,0,0,2,3,0.0,6.53,A/2019,2,0,2,0,0,0,0,30,83,2,,,,
Mariano Vázquez,fortaleza,0,0,3,2,0.0,6.53,A/2019,9,2,0,0,0,1,0,45,77,1,,,,
Marquinho,vasco-da-gama,0,0,0,2,0.0,6.53,A/2019,4,2,4,0,0,0,0,78,82,4,,,,
Raniel,sao-paulo,1,4,6,16,6.25,6.53,A/2019,4,5,12,0,2,1,1,97,70,10,,,,
Caíque Sá,chapecoense,0,0,4,5,0.0,6.53,A/2019,7,4,10,0,0,0,0,94,78,1,,,,
Lucas Silva,flamengo,0,0,2,2,0.0,6.53,A/2019,2,0,0,0,1,1,0,44,86,1,,,,
Bruno Sávio,avai,0,0,5,1,0.0,6.52,A/2019,5,1,4,0,0,0,0,44,61,3,,,,
Pedrinho,athletico-paranaense,0,1,9,5,0.0,6.52,A/2019,5,0,0,0,0,0,0,35,72,3,,,,
Igor Cassio,botafogo,2,2,6,9,22.22,6.52,A/2019,4,2,5,0,1,1,0,92,67,6,,,,
Igor,avai,0,0,6,3,0.0,6.51,A/2019,2,0,2,0,0,0,0,58,80,3,,,,
Eduardo Kunde,avai,0,0,2,1,0.0,6.51,A/2019,18,17,56,1,4,0,0,366,80,0,,,,
Ricardo Goulart,palmeiras,0,0,0,0,0.0,6.5,A/2019,0,0,0,0,0,0,0,1,50,0,,,,
Caique França,corinthians,0,0,0,0,0.0,6.5,A/2019,0,0,0,0,0,0,0,6,75,0,0,0,0,0
Lucão,goias,0,0,0,0,0.0,6.5,A/2019,0,3,6,0,1,0,0,26,74,0,,,,
Perotti,chapecoense,0,0,0,0,0.0,6.5,A/2019,0,0,0,0,0,0,0,0,0,0,,,,
Felipe Felippi,gremio,0,0,0,0,0.0,6.5,A/2019,4,0,6,0,0,0,0,26,74,0,,,,
Emanuel Moura,gremio,0,0,0,0,0.0,6.5,A/2019,0,0,2,0,0,0,0,4,66,0,,,,
Matheus Matias,avai,0,0,1,1,0.0,6.5,A/2019,0,0,0,0,0,0,0,9,81,0,,,,
Guilherme Azevedo,gremio,0,0,0,0,0.0,6.5,A/2019,2,1,0,0,0,0,0,6,85,1,,,,
Ewandro,fluminense,0,0,1,0,0.0,6.5,A/2019,0,1,0,0,0,0,0,2,33,0,,,,
Rafael Santos,cruzeiro,0,0,0,1,0.0,6.5,A/2019,1,2,3,0,0,0,0,23,65,0,,,,
Kaio Jorge,santos,0,0,0,0,0.0,6.5,A/2019,0,0,0,0,0,0,0,6,85,0,,,,
Pablo Armero,csa,0,0,0,0,0.0,6.5,A/2019,3,0,3,0,0,0,0,27,61,1,,,,
Henrique Dourado,palmeiras,0,2,1,2,0.0,6.5,A/2019,1,1,0,0,0,0,0,7,70,0,,,,
Joel Tagueu,cruzeiro,0,1,3,2,0.0,6.5,A/2019,3,0,0,0,0,0,0,13,72,1,,,,
Rick,ceara-sc,0,0,2,1,0.0,6.5,A/2019,2,2,1,0,0,0,0,18,75,3,,,,
Vinicius,goias,0,0,3,0,0.0,6.5,A/2019,2,0,4,0,0,0,0,8,72,0,,,,
Júnior Santos,fortaleza,0,2,5,10,0.0,6.5,A/2019,7,2,6,0,0,0,0,39,72,3,,,,
Gabriel Lima,avai,0,2,3,4,0.0,6.5,A/2019,5,0,0,0,0,1,0,40,76,3,,,,
Fernando Uribe,santos,0,2,2,9,0.0,6.5,A/2019,3,0,1,0,0,0,0,61,70,1,,,,
Ramires,bahia,0,0,3,8,0.0,6.5,A/2019,18,2,3,0,2,1,0,231,86,11,,,,
Wescley,ceara-sc,0,0,8,5,0.0,6.5,A/2019,11,1,1,0,0,0,0,98,74,6,,,,
Pedro Ken,ceara-sc,0,0,3,3,0.0,6.5,A/2019,14,9,7,0,1,0,0,188,82,1,,,,
Alejandro Guerra,bahia,1,1,9,10,10.0,6.49,A/2019,12,4,1,0,0,1,2,272,80,14,,,,
Lucho González,athletico-paranaense,1,2,2,10,10.0,6.49,A/2019,8,14,6,0,1,1,0,281,78,8,,,,
Régis,chapecoense,0,0,14,17,0.0,6.49,A/2019,15,7,2,0,1,2,0,183,77,13,,,,
Bruno Alves de Souza,csa,0,0,9,2,0.0,6.49,A/2019,6,6,2,0,2,2,0,66,65,12,,,,
Lucas Halter,athletico-paranaense,0,2,2,5,0.0,6.49,A/2019,6,5,26,2,3,1,0,424,90,1,,,,
Carlos Eduardo,palmeiras,0,0,6,3,0.0,6.49,A/2019,2,2,0,0,1,0,0,43,79,4,,,,
Rhuan,botafogo,1,1,6,13,7.69,6.48,A/2019,4,0,0,0,1,1,0,75,75,4,,,,
Weverton,cruzeiro,0,0,1,1,0.0,6.48,A/2019,3,5,6,0,4,1,0,114,85,1,,,,
Ramón Martínez,atletico-mineiro,0,0,3,1,0.0,6.48,A/2019,13,9,8,0,3,0,0,286,84,3,,,,
Janderson,corinthians,2,0,42,15,13.33,6.48,A/2019,17,5,6,0,0,1,1,236,75,11,,,,
Jarro Pedroso,csa,1,0,1,2,50.0,6.48,A/2019,1,2,1,0,0,0,0,9,64,0,,,,
Matheus Alessandro,fortaleza,0,1,2,1,0.0,6.48,A/2019,2,2,0,0,0,0,0,42,82,2,,,,
Gabriel Pec,vasco-da-gama,0,1,3,0,0.0,6.47,A/2019,8,1,0,0,0,0,1,23,69,3,,,,
Derlis González,santos,1,6,12,9,11.11,6.47,A/2019,14,5,5,0,1,1,0,181,78,6,,,,
Nathan Otavio,fortaleza,0,1,1,1,0.0,6.46,A/2019,4,3,9,0,0,0,0,186,93,1,,,,
Ramires,palmeiras,0,1,0,5,0.0,6.46,A/2019,3,3,0,0,0,0,0,48,76,0,,,,
Airton,fluminense,0,0,6,0,0.0,6.45,A/2019,10,6,3,0,0,0,0,345,92,5,,,,
Warley,csa,0,0,8,2,0.0,6.45,A/2019,7,7,1,0,2,0,0,162,80,6,,,,
Phelipe Megiolaro,gremio,0,0,0,0,0.0,6.45,A/2019,0,0,2,0,0,0,0,16,53,0,6,0,3,0
Lucas Dias Costa,csa,0,0,0,0,0.0,6.45,A/2019,1,1,6,0,0,0,0,45,84,0,,,,
André Moritz,avai,0,0,0,4,0.0,6.45,A/2019,2,0,1,0,0,0,0,69,77,2,,,,
Victor Luis,palmeiras,0,1,1,3,0.0,6.44,A/2019,6,1,7,0,0,0,0,124,88,1,,,,
Rickson,botafogo,0,0,2,1,0.0,6.43,A/2019,1,0,2,0,0,0,0,57,85,0,,,,
Agenor,fluminense,0,0,0,0,0.0,6.43,A/2019,0,1,1,1,0,0,0,109,77,0,16,0,8,1
Léo Arthur,fluminense,0,0,5,3,0.0,6.43,A/2019,2,0,0,0,0,0,0,85,91,3,,,,
Mauricio,cruzeiro,1,1,0,3,33.33,6.43,A/2019,3,0,1,0,0,0,0,70,72,2,,,,
Wenderson,botafogo,0,0,0,0,0.0,6.43,A/2019,2,2,3,0,0,0,0,63,84,0,,,,
Hiago,chapecoense,0,0,1,0,0.0,6.42,A/2019,5,3,11,0,2,0,0,30,63,0,,,,
Brenner,avai,2,4,3,14,14.29,6.41,A/2019,5,1,11,0,1,0,0,121,69,5,,,,
Lucas Santos,vasco-da-gama,0,0,2,0,0.0,6.4,A/2019,0,0,0,0,0,0,0,1,33,0,,,,
Matheus Dantas,flamengo,0,0,0,0,0.0,6.4,A/2019,0,0,3,0,0,0,0,19,90,0,,,,
Rafinha,cruzeiro,0,0,1,0,0.0,6.4,A/2019,1,0,0,0,0,0,0,2,50,0,,,,
Jhonata Robert,gremio,0,0,0,1,0.0,6.4,A/2019,0,0,0,0,0,0,0,2,66,0,,,,
Richard,ceara-sc,0,0,0,0,0.0,6.4,A/2019,0,0,0,0,0,0,0,8,53,0,2,0,0,0
Giovanny,goias,0,0,1,0,0.0,6.4,A/2019,0,0,1,0,0,0,0,14,82,2,,,,
Alex Silva,avai,0,0,1,1,0.0,6.4,A/2019,1,3,2,0,0,0,0,23,69,1,,,,
Cristián Maidana,csa,0,0,0,0,0.0,6.4,A/2019,0,0,0,0,0,0,0,0,0,0,,,,
Ernandes,chapecoense,0,1,0,1,0.0,6.4,A/2019,2,1,3,0,0,0,0,31,79,1,,,,
Vinicius De Souza Costa,flamengo,0,0,0,0,0.0,6.4,A/2019,1,1,3,0,0,0,0,7,70,0,,,,
Wilson,atletico-mineiro,0,0,1,0,0.0,6.4,A/2019,0,0,2,1,0,0,0,41,62,0,9,0,4,0
Bruno Méndez,corinthians,0,0,0,0,0.0,6.4,A/2019,12,4,30,0,5,0,0,195,81,1,,,,
Junior Brandão,goias,0,2,0,6,0.0,6.4,A/2019,0,1,0,0,0,0,0,14,100,1,,,,
Rodolfo,fluminense,0,0,1,0,0.0,6.4,A/2019,1,0,8,0,0,0,0,103,74,1,16,0,11,2
Sidão,vasco-da-gama,0,0,1,0,0.0,6.4,A/2019,0,0,9,1,0,0,0,75,59,0,12,0,3,1
Marlon,fortaleza,0,0,1,2,0.0,6.37,A/2019,22,4,4,0,1,1,0,138,84,3,,,,
Victor Paraíba,csa,0,2,5,3,0.0,6.37,A/2019,6,1,1,0,0,0,1,55,73,2,,,,
Caio,athletico-paranaense,0,0,0,0,0.0,6.37,A/2019,0,0,3,1,0,0,0,46,64,0,5,0,4,0
Lucas Venuto,santos,0,0,3,1,0.0,6.37,A/2019,0,0,0,0,0,0,0,22,75,2,,,,
Lucas Barros,botafogo,0,0,5,0,0.0,6.37,A/2019,11,4,22,0,1,0,0,175,79,2,,,,
Kaio,goias,0,2,16,5,0.0,6.36,A/2019,5,2,1,0,0,1,1,52,67,5,,,,
Luiz Gustavo,vasco-da-gama,0,2,0,2,0.0,6.35,A/2019,0,3,7,0,2,0,0,50,76,1,,,,
Marquinhos Calazans,sao-paulo,0,0,1,1,0.0,6.35,A/2019,6,0,1,0,0,0,0,61,88,3,,,,
Paulo Roberto,fortaleza,0,0,4,1,0.0,6.35,A/2019,7,1,5,0,2,0,0,99,83,0,,,,
Christian Cueva,santos,0,0,2,0,0.0,6.34,A/2019,4,1,0,0,0,0,0,83,83,2,,,,
Bruno Ramires,csa,0,0,1,0,0.0,6.33,A/2019,1,1,1,0,0,0,0,40,85,1,,,,
Breno,goias,0,0,6,3,0.0,6.33,A/2019,13,8,0,0,1,0,0,106,86,2,,,,
Clayton,vasco-da-gama,0,3,1,7,0.0,6.33,A/2019,4,0,1,0,0,0,0,33,73,1,,,,
Gustavo Ferrareis,avai,0,1,7,13,0.0,6.32,A/2019,5,2,4,0,0,0,0,151,82,5,,,,
Ezequiel,bahia,0,0,1,0,0.0,6.32,A/2019,6,4,11,0,1,0,0,132,74,0,,,,
Kelvin,fluminense,0,0,0,0,0.0,6.3,A/2019,0,0,0,0,0,0,0,2,66,0,,,,
Alan Santos,botafogo,0,0,0,1,0.0,6.3,A/2019,1,3,1,0,1,0,0,43,84,1,,,,
Zé Marcos,avai,0,0,0,1,0.0,6.27,A/2019,1,1,6,0,0,0,0,97,82,0,,,,
Dalberto,chapecoense,0,2,5,5,0.0,6.25,A/2019,5,0,4,0,0,2,1,59,68,6,,,,
Felipe Candido,goias,0,0,0,0,0.0,6.25,A/2019,0,0,1,0,0,0,0,15,75,0,,,,
Marcinho,goias,0,0,0,1,0.0,6.23,A/2019,0,0,0,0,0,0,0,16,80,0,,,,
Arthur Cabral,palmeiras,0,1,0,1,0.0,6.2,A/2019,0,0,0,0,0,0,0,7,63,0,,,,
Bill,flamengo,0,0,0,0,0.0,6.2,A/2019,0,0,0,0,0,0,0,12,85,0,,,,
Miranda,vasco-da-gama,0,0,1,0,0.0,6.2,A/2019,2,0,3,0,0,0,0,16,84,2,,,,
Bruno Silva,vasco-da-gama,0,0,1,0,0.0,6.2,A/2019,1,0,2,0,1,0,0,38,97,0,,,,
Jean Carlos,goias,0,0,0,0,0.0,6.2,A/2019,0,0,0,0,0,0,0,3,60,0,,,,
Glédson,avai,0,0,0,0,0.0,6.2,A/2019,0,0,1,0,0,0,0,6,75,0,1,0,0,0
Matheus Prado,csa,0,0,0,0,0.0,6.2,A/2019,0,0,0,0,0,0,0,3,75,1,,,,
Carlos Gabriel,atletico-mineiro,0,0,1,0,0.0,6.15,A/2019,4,2,2,0,1,0,0,30,69,1,,,,
Ruan,gremio,0,0,1,0,0.0,6.1,A/2019,0,1,5,0,0,0,0,25,83,0,,,,
Anderson,bahia,0,0,0,0,0.0,6.1,A/2019,0,0,2,0,0,0,0,6,54,0,1,0,0,0
Zé Gabriel,internacional,0,0,0,0,0.0,6.05,A/2019,0,0,2,0,0,0,0,19,79,1,,,,
Bruno,internacional,0,0,3,1,0.0,6.04,A/2019,7,8,9,0,1,0,0,158,76,0,,,,
Dudu,goias,0,0,2,0,0.0,6.03,A/2019,2,0,1,0,0,0,0,15,78,2,,,,
Wesley Soares,avai,0,0,0,3,0.0,6.02,A/2019,9,5,2,0,1,0,0,181,80,5,,,,
Gabriel Batista,flamengo,0,0,0,0,0.0,6.0,A/2019,0,0,0,0,0,0,0,1,33,0,0,0,0,0
Marcão,goias,0,0,0,0,0.0,6.0,A/2019,0,0,1,0,0,0,0,5,50,0,1,0,1,0
Adalberto,fortaleza,0,0,0,0,0.0,6.0,A/2019,0,1,8,0,0,0,0,13,68,0,,,,
Caio,fluminense,0,0,0,1,0.0,5.1,A/2019,0,0,0,0,0,0,0,19,86,0,,,,
Sandry,santos,0,0,0,0,0.0,0.0,A/2019,0,0,0,0,0,0,0,0,0,0,,,,
Juan,flamengo,0,0,0,0,0.0,0.0,A/2019,0,0,1,0,0,0,0,5,100,0,,,,
Jaderson,athletico-paranaense,0,0,0,0,0.0,0.0,A/2019,0,0,0,0,0,0,0,2,100,0,,,,
Paulo Ricardo,goias,0,0,0,0,0.0,0.0,A/2019,0,0,0,0,0,0,0,0,0,0,,,,
